TXN_ID,SUB_TXN_ID,ACCOUNT_NUMBER,ACCOUNT_NAME,AMOUNT,TIMESTAMP
TXN_a0c44a4d9f61f1b9bf8edc679cded03b5cdd1d0e127c3b84c64ecbc16bbce541,SUB_TXN_4ea14f7de56256bfc42505a2745fa675802e6726f26a05d95200e1697898d9c9,1_LAP,LAP,2000,2022-12-26 19:58:45.634884
TXN_5942a4f78a6fdf63dc0045167d1afd383eb7de99ae85ad7c7ee0b4a41e0d38e0,SUB_TXN_7cc20aa17fa0465da48b4b8515a0b860a3e4404798d207cdd886b03f9ca6ed2f,5_QPU,QPU,2000,2022-12-26 19:58:45.635675
TXN_e6fd7964ecb803c95fb19020f55e97662d31f6dac5cc76c868cd23a4b566b459,SUB_TXN_2bd9742a0e3410c78db4976dac45544d63ea240d0ededbdda2e494338c9ae66a,9_IZQ,IZQ,2000,2022-12-26 19:58:45.636248
TXN_f13d5076b36fb95dde86477cace1b41a9831b5f3827690486e77cb75ae2d39e6,SUB_TXN_5448293afe879d3032d460b201450ef9172205ab428ed91cfa97e69f1dd76754,13_NZX,NZX,2000,2022-12-26 19:58:45.636847
TXN_974de16bc88a070f3b64d6583ceef34f270faebf9e3652ea66ba1367abfc6c44,SUB_TXN_5fee62323b4b9f50dcf8dcfcaa9cbf18bedf5d589de2e0f0936c83d45fb31ba7,17_EJF,EJF,2000,2022-12-26 19:58:45.637704
TXN_e327f8754a321556b5ea8ca6a7d156c333e4d826b0af2bec05927c6238fc2df8,SUB_TXN_edc51bf2da32e4cd8b0e79d26890628edd4209ef577f1e1eab3ba248a93f10c0,21_HVS,HVS,2000,2022-12-26 19:58:45.638309
TXN_68a7b8583a3d934c5219cc2c7f3e0af311e7467e1153ac6b69723512eb5ab4e0,SUB_TXN_6f5e904aaecc830aa37f09c910cd81a66b1cc55f2804eb4b565c2bda68ace59f,25_AWM,AWM,2000,2022-12-26 19:58:45.638849
TXN_22e705262a1769d26e2138f22ea70019bfd0f03d6e0360c2f3d9f91d73584ad9,SUB_TXN_ce2169e7ac1d89a80886c52f4eb80bd2777648a57a18a8da2ca46d8392a7916b,29_NTN,NTN,2000,2022-12-26 19:58:45.639392
TXN_a40c9869e66cae014a19f1dac50c02e773e9f841c261185f3115b8e89772c52f,SUB_TXN_6e0af54a05d3072f240e94b8de9ce31e8e2d7898cc9cd9233c2f5bd5ce4c5c7c,33_ZAU,ZAU,2000,2022-12-26 19:58:45.639986
TXN_981af57bc5a8a73fd4a783df8cfad80450187e8fd9fe67e694d44bd0e55a35f9,SUB_TXN_2ff587c0dc14ae487704d6235ddea9e07154449e816e8ad9c502e20dcf77d8bb,37_TJA,TJA,2000,2022-12-26 19:58:45.640583
TXN_b495c78d5933cb059608e5f16b1cbfa103bce59680570f93639221d38bf9c7af,SUB_TXN_d1974be0e2b8db2d34e943564b0b892005d0ee43e4c8d51f7928a8d7719292c4,41_HGC,HGC,2000,2022-12-26 19:58:45.641123
TXN_a325cec406eb81c4ace02caf35a57f7bd7515adfd8d03490979f2fc5a3f3c51a,SUB_TXN_68c31016ea62057e02657965dd36b71313ad49a31a64209005da6c248d1a6f7f,45_JYB,JYB,2000,2022-12-26 19:58:45.641684
TXN_2055c6a14e497a4a57e3feadd7d52478e841e3ba3c7a6cdf65150b473766aef3,SUB_TXN_5fd37636e49a401c9bb265cd8a615973e1bdaa116746ba01c74990e7db9f6de2,49_IKQ,IKQ,2000,2022-12-26 19:58:45.642540
TXN_3f630dfcfccacf95326d99ffab5eb325ef79e7ce7ed4fecd9a89a67be6c44817,SUB_TXN_c81ffdc357c57de2b48ef784d5efe7ef5e753fb7f06e22c0dba417d4ef10d099,53_VEN,VEN,2000,2022-12-26 19:58:45.643298
TXN_721e13e87540212ad712af45b5b80b7c4aa4f613071c63f7315183b763f35efd,SUB_TXN_4e124107f891b2c109a32c7ee39d3eb45baf52547905acd7c8e7b6335cc0152b,57_WLU,WLU,2000,2022-12-26 19:58:45.643878
TXN_377fd08941a813f43c4ba0ef7be6036f407dee9837dfa6a555294416a180e553,SUB_TXN_8755f3a3a6796a17382a7d1413e39df9a90cc13e6e794d93df443510cdf2775f,61_DEH,DEH,2000,2022-12-26 19:58:45.644410
TXN_69f2427fda180ab54fe77321eb88ef23d6df1ece3b525f2ceb4fd7f258d650c7,SUB_TXN_65b491225ab504fd1c9e5313b725b0793b87fc684458a7e487397f6ccdc10d30,65_ZNM,ZNM,2000,2022-12-26 19:58:45.645165
TXN_dba03c8335a0260933b6fba63072f1ef683ab0ced3be1466f98bfbbc8729216e,SUB_TXN_7f3cb9fc2c7ac0a68e0c7dba74c9a3f5ddcc81e9f56c3e2279aae42710cb9f86,69_JFM,JFM,2000,2022-12-26 19:58:45.646162
TXN_02afff1b2579dca6f1daf6fc3d0e1ca97ad1ef0e3f11648a3cafdf990748d336,SUB_TXN_4b923313ce0f277e874a9b49971621c85c5f3eaa41adc4fd0bbbf267c3427364,73_XCB,XCB,2000,2022-12-26 19:58:45.646768
TXN_6495c054f3197efb0983acff056182ca20394594d83fdcac1c23dfed42903393,SUB_TXN_ac619c58727087c9b281d4713a843d95c27e819873d3d09aca44705cbf7077e5,77_NXR,NXR,2000,2022-12-26 19:58:45.647336
TXN_c2cdf0dfe872b0aea6bf12e4239cf05f6b2898a28396876404b0920228e8cd1f,SUB_TXN_936336d546c791f8ac8e524027c51b83aede24759101a4c3707653d588c9d467,81_YTA,YTA,2000,2022-12-26 19:58:45.647910
