TXN_ID,SUB_TXN_ID,ACCOUNT_NUMBER,ACCOUNT_NAME,AMOUNT,TIMESTAMP
TXN_13fc3fd3e1cb6e8f5e2991fd3bfbef6564ae7a8226c3b421df8122a61494592d,SUB_TXN_9760ea58d171f7002f617336f6bb0d7a27354dc704e1687d7307466aa3f10da9,1_VAV,VAV,2000,2022-12-27 13:23:19.461430
TXN_aaae388069d9375e2c527227a3bc737173e8ba1f33a7d39da5601c6d9fc43d71,SUB_TXN_79c353f0ab063d0488427e456337a21f32006eea8006df3640a84073013434e8,5_QCU,QCU,2000,2022-12-27 13:23:19.462228
TXN_4d609396feb506062887fd7116f4f30dd8bb93a3850ef8f36f3394e06397354b,SUB_TXN_4903099431d0398e854aad87b4f02f99e28836aa900a1e118cc21ef8762babf0,9_IAW,IAW,2000,2022-12-27 13:23:19.463247
TXN_f3b151b093957fc2e611a65eb8216e9bbdfb11e2fae1558cae2b5219f0982cef,SUB_TXN_1da3830ef8439fb26b82249eeec4077ba1f3276bc2e8c881af2cb36396edb5e2,13_MUQ,MUQ,2000,2022-12-27 13:23:19.464318
TXN_88da227da5e5a39a6243923047f24edc70848d4fcb2ce96a1159913771650868,SUB_TXN_c2c5ac7d26a0ab05b34b670a1878c4231154d728a6b9dd3f3437ca299c167de1,17_HZY,HZY,2000,2022-12-27 13:23:19.464923
TXN_6b3e9c2d28265806027839fd5d8d91cc13057edd3d0e058617e8f6c859a5a339,SUB_TXN_efa0f0e70e91550238eb97dcb1a4e1c1c96938b70f672219fe652e812c6f2632,21_CWL,CWL,2000,2022-12-27 13:23:19.465499
TXN_8828debb9d9e606b599c714f201bb291a469514637de574283152a88fb82db99,SUB_TXN_e604f96765bfe45d13c1d69890f4107dbff865f2f82ced3b9e36074c0a1449da,25_RWM,RWM,2000,2022-12-27 13:23:19.466002
TXN_06cec382a9fb27a6493171581fb5e4f30343d3a61e86b1b871cec8de860c5c9e,SUB_TXN_58de2e45a6eba421336249056bfdcf3aabd96f39ac0f146af536072f55bce4e9,29_EKO,EKO,2000,2022-12-27 13:23:19.466561
TXN_48d63d024cbb3ab9be024b547ba44590036fceed2480982680bcbbb7f08e387a,SUB_TXN_b02fbe6fea30ee96cb0f28bd08adc9cdec3dc1460930f883a82dd3b81c9a2ffd,33_JFA,JFA,2000,2022-12-27 13:23:19.467060
TXN_125fa052400a58f036651db7a49f9269c8197582b8b8b674d3df06740ce514f5,SUB_TXN_1b824f965c763841cf37d2a71d3d0a3aa99728a26ca27b6f94bc437d0aa53075,37_OCX,OCX,2000,2022-12-27 13:23:19.467600
TXN_53e6ad4a8c089df4f031490095bad2d267f17aaf6b1d41f64f83a263972cf523,SUB_TXN_28cb6e7d4cd1179225fcbe49bf587a7099be52a51d75eb8cd7edf2f0b9a484f3,41_TJL,TJL,2000,2022-12-27 13:23:19.468106
TXN_79741fb9707b66ca73560240700a43ce85eedcb067aa0cb6774e52278afdb693,SUB_TXN_f7123aa84c18d2a6db461c91b63c128f051dc9b5613ade444776afb5a52cf0a1,45_CGC,CGC,2000,2022-12-27 13:23:19.468618
TXN_e50f15d0b2533d8eca0551955df3b81e2459eaf0b35264828add852aa0388a34,SUB_TXN_b2f7572584335aeba81d77bfa33d0e76b2af24ba615115ea76cba97faa58df98,49_QAY,QAY,2000,2022-12-27 13:23:19.469332
TXN_1e61ea180c843822469f5450b3b02170adbf948f8cb30cc3cc929cae7159aa7d,SUB_TXN_a5f060c7bc5b10f877d2b02bfdea0d46d27e8140eed503616b6c70249b311114,53_YIH,YIH,2000,2022-12-27 13:23:19.469856
TXN_237f1c4b22afc3b58c1fdbb181a8aa9e0c86e5f366fe1a38aed8ff22c406d0b9,SUB_TXN_a59ebe37e5430bc1bc272978dcef8bf49ae4a6f5939aa80404920f64d688e64d,57_NQO,NQO,2000,2022-12-27 13:23:19.470330
TXN_bda6a690f26caac28183ac50cc5e83f16410e7a7e5f0ca2d92f326a107ab52c0,SUB_TXN_25f47fd569a857c71a245e99617765de36a01850575e6d209ef628945ede4183,61_ODC,ODC,2000,2022-12-27 13:23:19.470793
TXN_248c52cc5f0350b17f85183b30b0516d06f2fb83ef779d4bfe210db8170ae461,SUB_TXN_ebd8bf483277d08aa9497ab5abf85fbe872a280a49ff6c9fc1702dd144cd1739,65_BPU,BPU,2000,2022-12-27 13:23:19.471277
TXN_889cd12dd9e1e7c824ffe8f159638f37258d7c8f84725b4ef648ff19c131902d,SUB_TXN_a100d2cae07748cd5a98202b0d109c5ef6f56ca1b542c25d09c7cae7e00deb3c,69_KFA,KFA,2000,2022-12-27 13:23:19.471756
TXN_024df9a71b4590dba3c21a8849909da68b183e243d3e825a5f63e69023e97bc8,SUB_TXN_84daf57acc675ccbe0766646ed25c1e936651f2702d85fd59505fdef75710c2a,73_CWN,CWN,2000,2022-12-27 13:23:19.472229
TXN_b93954a2447bed96e755a2418c9b0690013c5638de8091e79b1120335c027f15,SUB_TXN_03e91d57b2aa51d148deb852c9d0c9141a58b508d333f6801fb1d167c0fa713f,77_ZTE,ZTE,2000,2022-12-27 13:23:19.472691
TXN_6da19f8dfd74e3e96e815c54a500c8b1d4086f884fc9a8d6ceb4a4b14c821745,SUB_TXN_9bdc2b0543446d3b745efcda45e19442230b862f294d144357654b1523c6a6cc,81_KGA,KGA,2000,2022-12-27 13:23:19.473420
TXN_8caf83d7d4993efdbb186b62c0a23a360bde86a7c3993c562b1a7661ae7b00ed,SUB_TXN_9cb875ea3efdbf718c398884272073d599e8cae8220e79453682fd561c76576b,85_GGK,GGK,2000,2022-12-27 13:23:19.473976
TXN_76d4a7f1c47695b2282a0eb8c7133d2044edabddc5528b14a9fb0998a0c3f2b9,SUB_TXN_80409c68fa7d37dc0969f7e8b293b4878d074db84c70880b65f46d211db19f57,89_JMZ,JMZ,2000,2022-12-27 13:23:19.474572
TXN_9b87ce6325ecaeaff006fc62ed102e4ded63d280cc855182ff9d74c3de0f4080,SUB_TXN_e2e85e60fa85570a933b92a9b8420172928cdb892575e7115ec007063a017d57,93_LZJ,LZJ,2000,2022-12-27 13:23:19.475044
TXN_82317e04beb3aa791cb7445a9ccf9ded63d6c1a12c422df981def18d3be7e4ab,SUB_TXN_45d53fe5330f3a005510e05a65c453613f65a2daf7493e17e31b937c836de1b7,97_OHX,OHX,2000,2022-12-27 13:23:19.475515
TXN_ce015bde82d268feb24eec82c3366d2e1b134cd0995d487bb42b1d2b36589b2f,SUB_TXN_d0a79644a703007efa8a324ecb126acac109efff9572dd50e0a92877c43b0a5d,101_FXJ,FXJ,2000,2022-12-27 13:23:19.475971
TXN_69c45888aee67ed95d9a7b055b389804377f1a5d5191f8cebeac19a888b6ded4,SUB_TXN_3f1e14ea68eb50dd0483f9b38786a41c300b3503135192e973be45136e37adb2,105_KCV,KCV,2000,2022-12-27 13:23:19.476422
TXN_3d74585dc986b246376183d94d5aa76c74b3ddd63668785be5a5c7da8e0dd782,SUB_TXN_b03c523b4c353e1e751d1b2b5a4378cfe8a83caceb3eb1af3bd59fe3dfe41f66,109_ZTA,ZTA,2000,2022-12-27 13:23:19.476909
TXN_66c3c8495cbbcc64f446cd94cec2958bfb7da3486fdb0523a0c85d21f3bf5b53,SUB_TXN_75ec9f8611168d8bc2daa4515369437f72c20a62fa5c426fb7272957d1a653b9,113_LCR,LCR,2000,2022-12-27 13:23:19.477582
TXN_d30eb94c2767dfc0750ec7fb9fc6c64225798abeebef9eb0c54a2150242c375e,SUB_TXN_3c5fd369d7df16736155dcd5b4bcce8c1af6c6039258f2c84791cf7889105321,117_VXG,VXG,2000,2022-12-27 13:23:19.478423
TXN_397bbfb0925b0837dbca90fd6f5c02e8de716954763304e17aaef7fa0c84a364,SUB_TXN_32d0f567694f27fc803cd490b848fdb6d1258ea56e63ed1bc19ec2f5fbe78fd3,121_ALZ,ALZ,2000,2022-12-27 13:23:19.479186
TXN_0519c2a8482942b8b327c1dbe4d3ef5277870f25837b1cc5bf74e7ce5e10da72,SUB_TXN_a62c613326986efd586c2cbcf1a25ea1693267549f9ae2522acd88889e9bb58d,125_EOO,EOO,2000,2022-12-27 13:23:19.479772
TXN_368599d7edcf7b878831f1e730992084c81129c48fcce0290cfa89ae5f09b7ef,SUB_TXN_6c3ba0c207253c980257444dc278a91757f0af78d7419b7fe1c976d673ad3b6d,129_ADD,ADD,2000,2022-12-27 13:23:19.480279
TXN_e111552ab5a2e9dc7961033745922e91cd96685df0ee51efd890ae8296f05c2e,SUB_TXN_560fc4b46de9330693c8d69ee295f1d78b6bb5bdd1144e7ebed9d350555658a7,133_LPC,LPC,2000,2022-12-27 13:23:19.480920
TXN_492eac5c55bcb570fd7559795cdb4bcf618c0e992cecef639c32cf2f3e00edef,SUB_TXN_577acfb51102e7281d87839828ef5c7ebceae261de8ac6e35a7279d2da3b0242,137_ISF,ISF,2000,2022-12-27 13:23:19.481491
TXN_651c7e42312aa304a0545bb2148ec42572fae0c040bb4abd4c525b139ee15bda,SUB_TXN_e3f5039b841247fe4d60a9e983ac45514dec35668d5625b8b90aed487a8a65a6,141_FFZ,FFZ,2000,2022-12-27 13:23:19.482038
TXN_4a459c76caf9401968053938cc39d7e7ab94e67e253e7ffb4a76b5eff9a757ef,SUB_TXN_72f0582d7924fee6d613a59dae4b0ac6922ce66df96d6b8d72f7f296ae7dc29d,145_VJP,VJP,2000,2022-12-27 13:23:19.482658
TXN_e6ca3de8c5dc143f4cf9f250ef23dc9066823f95c4ed6dac4cc722bba0091b49,SUB_TXN_117f5cf682ffde8ce5ca0a979dd18668514341d5dfe557f8598f75e414856c9c,149_FSD,FSD,2000,2022-12-27 13:23:19.483280
TXN_74f5149c733227d6b04dfc865ac1a86df686af9023560926657d58f4caa65cb7,SUB_TXN_8a843bdd07bba4c2c7efbf199a6c19a708765b1a08c7e0dba197a4c050c3ca22,101_FXJ,FXJ,-2000,2022-12-27 13:23:28.416969
TXN_df4619fbb20a9a44f6619397b87be2a66d001da0139ab91162542a309d97a855,SUB_TXN_66964bcf7f68c99ccfe58f0cc0f12374917d0fb29360722209e1f5148fd667c8,85_GGK,GGK,-2000,2022-12-27 13:23:29.158967
TXN_bd8d02566874479cf1cd3fc8af13e211c13c77801c78d462234882c40e87e5ef,SUB_TXN_60db89ff9f1bc81b647d1592bcf7a925d72e3068fb85eb728da229d2baf12938,105_KCV,KCV,2000,2022-12-27 13:23:31.292946
TXN_d474aa749d15f46afad7826631c27f98bd46a331192e5f91924555f259262137,SUB_TXN_95bc975bcd37e3e8351964556ed5a058f569be080005b01c9e21870779b6e6f7,41_TJL,TJL,2000,2022-12-27 13:23:32.041863
