TXN_ID,SUB_TXN_ID,ACCOUNT_NUMBER,ACCOUNT_NAME,AMOUNT,TIMESTAMP
TXN_fc352be1017ac1e4082b095c2fecff2205f96a57926b8e4e182ffa1783a831f7,SUB_TXN_18acf098db4e898422c9475d28fd1479c50cec99e5b43e090b5170d9cba44bd2,50_WAC,WAC,2000,2022-12-27 13:23:26.620166
TXN_74f5149c733227d6b04dfc865ac1a86df686af9023560926657d58f4caa65cb7,SUB_TXN_159b9a896002cb9c7457da10e7c863f6845a9ebfa3cdc53f4d25f88467f56dfa,106_FQD,FQD,2000,2022-12-27 13:23:27.899567
TXN_74f5149c733227d6b04dfc865ac1a86df686af9023560926657d58f4caa65cb7,SUB_TXN_39c6ad479500255dd6d8bd77ceebece38084ea2cf49f37315597136ea0a13d80,114_HPN,HPN,2000,2022-12-27 13:23:28.207329
TXN_bd8d02566874479cf1cd3fc8af13e211c13c77801c78d462234882c40e87e5ef,SUB_TXN_318079b863fd6b8852eaeba766e42a06735965df0887d0f2e6012cc57a60dc5c,66_YZH,YZH,2000,2022-12-27 13:23:31.191585
TXN_d474aa749d15f46afad7826631c27f98bd46a331192e5f91924555f259262137,SUB_TXN_df18de2dafefc66b628845d4208cb92062578e6488262b4cf258b96e5f8508b0,34_TLY,TLY,2000,2022-12-27 13:23:31.836384
TXN_28bf88e6110b8f38f25c224a3c56959609e8c0677d4ecebe4a10415b0dd78eb1,SUB_TXN_27024fad53ac74bbd439d54d26d2fe1f96cf70e4cda2f396ce40e3bacd8ace11,42_ZAZ,ZAZ,2000,2022-12-27 13:23:32.583512
TXN_8b0b158e20686499f95956b74119a15e47aac70227c47e1bcd7a867fd896c4e2,SUB_TXN_679f282dd31cc7b1de79e83efd8ca3433783c483e40000d99662067f0b0ae48c,2_UXS,UXS,2000,2022-12-27 13:23:33.116800
TXN_84ee5df31b41a6c38b308634867d7d85a0cca06dcb393e4c6bac5f26680d1cce,SUB_TXN_04022d5c8d7a33ffbca887e9dbb760978fe8dddcebb9c263126f2c1197e1e302,86_TFJ,TFJ,2000,2022-12-27 13:23:35.566732
TXN_d6ee5c8747909b1e7b6d6f7470a1fb11638c953ccf628984143c2766a174c01c,SUB_TXN_8fc5261c0184047e09ca2f24228942dbe9e858165217ec85aa8cff751cec713c,74_SPI,SPI,2000,2022-12-27 13:23:36.209894
TXN_3ed6582ed9bf1dde97eb7e21ead622e354d32056d11e6fe4e294801f3b40c4f1,SUB_TXN_0a8c99308a1e2e59c9c3b4c4ee25fab96805ee1a3067f0569acd7d815364ad0a,114_HPN,HPN,2000,2022-12-27 13:23:36.956642
TXN_7ce54f820341d600829095c0656215da533131daac562cd07fe4b66159413523,SUB_TXN_8caa4e949ceea347c17f22a94c09722dc35a8ee95aa91200f3d217c558bf53b0,14_ETA,ETA,2000,2022-12-27 13:23:37.719361
TXN_7ce54f820341d600829095c0656215da533131daac562cd07fe4b66159413523,SUB_TXN_58c3af084871812db3068cec6a58cb800b97110ebe1cc4b03c23c0bfca65da10,74_SPI,SPI,2000,2022-12-27 13:23:37.823125
