TXN_ID,SUB_TXN_ID,ACCOUNT_NUMBER,ACCOUNT_NAME,AMOUNT,TIMESTAMP
TXN_37aaa75f76b8157c56ad0b46914601db9d9c152ae3314e8ea6933b1edf71732b,SUB_TXN_6fab749a731f4f66b2682b20e1961621c3d0eb392a6b2847c06fec78152e4e53,28_NTI,acc name,2000,2022-12-27 00:31:28.531742
TXN_37aaa75f76b8157c56ad0b46914601db9d9c152ae3314e8ea6933b1edf71732b,SUB_TXN_8b3dc114d6fc337bc5754bd0f84327edebd369f675125ac7e5f4a5c183bb75bd,132_JJS,acc name,-2000,2022-12-27 00:31:28.841636
TXN_7e57ff2c89ea882451ef3dca32d6d5fc7156ab2f0adedccbb1d460276b06262d,SUB_TXN_3f024099a8d6fb7f3931ba8f6a8d0d22758cbd54b9ac3eaedcd07af10ada86e5,36_DSC,acc name,2000,2022-12-27 00:31:29.158002
TXN_7e57ff2c89ea882451ef3dca32d6d5fc7156ab2f0adedccbb1d460276b06262d,SUB_TXN_85b39de19e9fcfec4947c31b8ac9dd40f88556c434b2696a728d6d18b76a44a7,60_JFD,acc name,-2000,2022-12-27 00:31:29.572011
TXN_20529ef4217c2b6633d970dc1fb1cf366571fff5740e70528cce8c5e03b95546,SUB_TXN_c76ccd07b27e6da4a441c51162093994d28ad4fd504196bd3f23b2b415a30e5d,92_TLV,acc name,2000,2022-12-27 00:31:30.200309
TXN_29fac20c4bcbe4d24431671bf5ab15372b9fffaf2bb522c24e2893d2f1022761,SUB_TXN_ac7e3083d7616a38de119c44cf434addaef317705b92b2657f79a5cee2ae5a62,12_OMR,acc name,2000,2022-12-27 00:31:30.617070
TXN_29fac20c4bcbe4d24431671bf5ab15372b9fffaf2bb522c24e2893d2f1022761,SUB_TXN_20fc6f74e5ae6078425e315c1089aaefcd9483b6bf55a6131a1af3bce22e9f6e,128_ODF,acc name,2000,2022-12-27 00:31:30.828109
TXN_65011521e4f7f7c7542cd9899ec8b5203a0fd764b5b5e1009d51c3f39f106a90,SUB_TXN_cecde4855ce5ca6d39abef21d7cbc71c49c13c0fb6549b509218fe7bce3e8a1d,136_XYE,acc name,2000,2022-12-27 00:31:31.438129
TXN_65011521e4f7f7c7542cd9899ec8b5203a0fd764b5b5e1009d51c3f39f106a90,SUB_TXN_6f6244e16feece46127f06dac35e94728bc852c28a1b7c5b2abd7db33ef2d0ac,8_URR,acc name,2000,2022-12-27 00:31:31.539861
TXN_57661ad96924f6e77deae501bdbc2a0a703b56e0b81b65c561e6f19488d6bc06,SUB_TXN_f06889b4b048d8f455ed6cd0740bb8169bbeee5f57c1ce5349bdfbd7fbe190df,88_IAE,acc name,2000,2022-12-27 00:31:32.686272
TXN_57661ad96924f6e77deae501bdbc2a0a703b56e0b81b65c561e6f19488d6bc06,SUB_TXN_6f72749e7dc9fe0fb729e4edbf1b5ba7134585dff43124e5eb1c605e6dbcd0be,20_VOF,acc name,2000,2022-12-27 00:31:32.790812
TXN_e477c3635e32498673b1c29a25d2659e1a8dd3eab4beb6982da878a55b85eeee,SUB_TXN_acd4e482adcc38c33a2f10c78a62a6b637aa7cdeb3d0b26be242e4e7e3fe29ce,72_XYB,acc name,2000,2022-12-27 00:31:33.605250
TXN_e477c3635e32498673b1c29a25d2659e1a8dd3eab4beb6982da878a55b85eeee,SUB_TXN_58329405080cc8d2481d7db2251ae9665705cf9894639c47b6e9505a3a56224a,96_ILP,acc name,2000,2022-12-27 00:31:33.812378
TXN_e477c3635e32498673b1c29a25d2659e1a8dd3eab4beb6982da878a55b85eeee,SUB_TXN_1d5703621e26e8ce41f868006953ef1311d967afe1e2da79c023ff4e7a18ce55,4_GEW,acc name,-2000,2022-12-27 00:31:33.915754
TXN_4530f03938f35ef07182e66542c968011003cd144cae61a833a53ea4a5412eb9,SUB_TXN_e4af82828028e8ad69fae3e68a1aa3dca61d349bc48ed35f852d8a55304b0336,44_QNI,acc name,2000,2022-12-27 00:31:34.530142
TXN_3faa3206a6a95b1338a95bd459ff72d03529101fae7f953ed7245238f1ead2cd,SUB_TXN_671bf48b52aca7b2b6022a6e3d653eaf9dd78e65c550249983ab2c8ea28bccbd,56_CMD,acc name,2000,2022-12-27 00:31:34.840116
TXN_3faa3206a6a95b1338a95bd459ff72d03529101fae7f953ed7245238f1ead2cd,SUB_TXN_c8bca0459e81466d8c95a41c8c9607513226fe06e3ba06bb34d6adbea413e07c,44_QNI,acc name,2000,2022-12-27 00:31:35.048372
TXN_8fcd7eea754d7736584f04d99b272838ab041cc5dd89cda8f68990935f10e316,SUB_TXN_d4055fabb65809ac20a9546052c6fe3e960aae278180d5c9037243e4ee660105,60_JFD,acc name,2000,2022-12-27 00:31:35.988019
TXN_1363d75430319ae390633b5ce3890685672fb15f567ed6a1da0af0b74556c169,SUB_TXN_5317a791483d90a0f0b38f10565361cdd396dc53de09250c87424b3419a524f8,76_GHB,acc name,2000,2022-12-27 00:31:36.412082
TXN_1363d75430319ae390633b5ce3890685672fb15f567ed6a1da0af0b74556c169,SUB_TXN_60d22fd76461c8801102db72c89b9e468d7ab525b11d82343b0c52f8f0e86b0b,140_MBE,acc name,2000,2022-12-27 00:31:36.517981
TXN_1363d75430319ae390633b5ce3890685672fb15f567ed6a1da0af0b74556c169,SUB_TXN_51e979be495ff7c0c51d705b1fdca983f8786bbd2a9cd56ee1897accf0528a94,84_YXD,acc name,2000,2022-12-27 00:31:36.621620
