TXN_ID,SUB_TXN_ID,ACCOUNT_NUMBER,ACCOUNT_NAME,AMOUNT,TIMESTAMP
TXN_aa662ae9cb313f52cedaa597bf17f6746a5e157d7eef1f99a309f7eb6524bf55,SUB_TXN_17646df5293fbf38c5baa6073f241393d7e03b6a52a8153a41cbeaa79148f644,2_LWM,LWM,2000,2022-12-21 22:31:50.015009
TXN_ddd9d840caf74e8308f592a90d9ccc368dfe2de8e74f7fe002f1ca7448fb791c,SUB_TXN_46d675615e47b082650bbcc7625d107c10377e79d30938191e4641a448479cd6,6_CZV,CZV,2000,2022-12-21 22:31:50.015462
TXN_bb3aa6b5d162c375be40ca85527c103b3058ca69568d44d513f99f2ba3da08bf,SUB_TXN_0e2eb300f1fec40c30ec30e1f0765c41125e5bf36253dec90977a2f0e04cb052,10_HYW,HYW,2000,2022-12-21 22:31:50.015891
TXN_6ff2b21ffb7c1e7c8cbf997cabe4d1ac389f19d789fa52dbf37c4e579fca9238,SUB_TXN_b284addc8813230489697416ba094a8c8ab74b5b5ee13bb125012668d7cbbecd,14_BHS,BHS,2000,2022-12-21 22:31:50.016314
TXN_4316098c910a72fcc1998855fa123c7cb3c980386821c5aacf3bf51561ce043b,SUB_TXN_0b99b72618284f8cd10a4d3ccda24e7582f3ddc426c8a1a834b492070a11fdff,18_QYL,QYL,2000,2022-12-21 22:31:50.016871
TXN_00937513d0836612c7fa002bb2b00e1e0065b793a7ef474d35554daaa2cf8e99,SUB_TXN_9d6536c1854f838e2685cada3a6f81687a5c5b6515cad59125972d6a2322bf17,22_ZQP,ZQP,2000,2022-12-21 22:31:50.017340
TXN_017a0ceec0ee44c6ee81c7907fb97aef21e57da942152894d350c46e45934b2c,SUB_TXN_593f52fa77a70aa56787c99067c1a0397f1196579d02e05165d26dd7396a647d,26_JOK,JOK,2000,2022-12-21 22:31:50.017802
TXN_f30b8d623d13b718f161ea03b93573383480f614d0b387d3e6c69b973b6c41a4,SUB_TXN_a27bc7a0050cda1dde4fb3f41097b0ea61ce71df017eed67e65dc9ab53c1af82,30_HOH,HOH,2000,2022-12-21 22:31:50.018250
TXN_07886103b321df6e8e50fc5f9205ac80478a6ee2c3ff6a3d4f7f6fe90ea1f97c,SUB_TXN_d557a983c8f91249516b9e30b90d23b0e11a400b8d63e13ff9a06e1022daa7d6,34_ECC,ECC,2000,2022-12-21 22:31:50.018694
TXN_47392b27e63f4a650a34958be2ed3833290791558d5e96b432bd6066dc003b61,SUB_TXN_6c4488c9b42dceee08d22985920628deb5815952f4e7fe9b602d91ccba1ba2f0,38_WEY,WEY,2000,2022-12-21 22:31:50.019132
TXN_56ddb2df1cdc9bff85582e0989de6f5c9d57e5197592737df753e089ad8af2d2,SUB_TXN_72ca40105b39bce6f7e6c79e2455acb4251a1077b067a324bb2a74b6a7dc2dde,42_FGJ,FGJ,2000,2022-12-21 22:31:50.019585
