TXN_ID,SUB_TXN_ID,ACCOUNT_NUMBER,ACCOUNT_NAME,AMOUNT,TIMESTAMP
TXN_934c26cd9be13e30bc73c8175e197e5d8c0d91aab2e4dcecbab1bd3cba12aa0a,SUB_TXN_1467da9b6fe940ce5c6adba344965213a940dadcf29f20fceb0635ac3fd5a977,3_OFP,OFP,2000,2022-12-27 13:53:37.573446
TXN_25616e35cec486a9f6fc1958bf8b226bd52ac2d6e0e1f55c4cecde2070a13a34,SUB_TXN_da69bfd91a84d06c8c39d34c51b10bd7f125bdebd7e97208d4564ee4c3f5088f,7_XGQ,XGQ,2000,2022-12-27 13:53:37.574502
TXN_38b26276346458e5a4dae4374a52b62c3b35e637c6051c48d9441b77046d4cb6,SUB_TXN_0b19808d926975af5732eb8f399f34acbb1d2dffcff17dee45954005a09bbb02,11_BWF,BWF,2000,2022-12-27 13:53:37.575152
TXN_70a7788d96d27937b4edfa3416a821e096be43a0e84777f79e952bee965a2a49,SUB_TXN_80427d58329073225332f300555820c84249dd1c256a7f86a0aec20ffb1b14d7,15_YJJ,YJJ,2000,2022-12-27 13:53:37.575881
TXN_3f56f8d80ccd237c1248f132e81582e0cf96e915bad97915d858a823c19c60ed,SUB_TXN_eee4a3ed7cad6dbe232191d0ef10d2f7adcfb979add1c27824b01112134c0c7d,19_GWD,GWD,2000,2022-12-27 13:53:37.576545
TXN_9a9ddb5be7004db4cafb5ec55cb85a3b24db5983932f59ef02689c1a2a41671f,SUB_TXN_63325bd5dd8a764945919e29f665aafe89ed601cb294ca8746a2668f1adbd6c5,23_FAV,FAV,2000,2022-12-27 13:53:37.577027
TXN_25ee4d9f479ab8ead22e4f2dada3e482a6325725c007453f20266e7478f9ec33,SUB_TXN_cb6a3106aea6093286bce6b249516acf6a6c73fa40acc78ad08fa267a210f072,27_XXA,XXA,2000,2022-12-27 13:53:37.577497
TXN_35cd974ebf09ae46694ae5310c0703ffdd5c516ff50922863ec546fa56c01da5,SUB_TXN_e3329a0025e49c9f001817b7533ab5933c34680395149bcbc3e232c01294d815,31_JZC,JZC,2000,2022-12-27 13:53:37.577962
TXN_0a956b31dd38a17e8ad8bc047cd79e9ebe3c36c2a957b44049b1efe30a7393d7,SUB_TXN_451f0e303d03db2a1acce9eac3fa076da4ac4802094726416c1bde24fe4a1271,35_KOP,KOP,2000,2022-12-27 13:53:37.578438
TXN_6c033a598a66dea5aff9bc3dd1ce17b0507cff21826158a1dbc7f356a3e8953b,SUB_TXN_62dba888b93df60e584a1d08616888b23e9b2a022cb522199df94ad9d8291ea8,39_FPS,FPS,2000,2022-12-27 13:53:37.578905
TXN_3f10eca51bf030c5ffd0f8d69f8bf31e11d597f4439f8abd08cec8217c074469,SUB_TXN_b06c7d706ea5f50004f7fc6b1c7d660a312570d013ee202e22fc88cfd94fb6ba,43_ZCA,ZCA,2000,2022-12-27 13:53:37.579393
TXN_251b51e40b51d7db19b63b2f922dfd70c497bb214f1d1eaf590bb034e5f81e54,SUB_TXN_9bc09d32af441b7e6163f192b64274e1f8390923f4752e226aa1121b5310b55c,47_HMH,HMH,2000,2022-12-27 13:53:37.579858
TXN_c24da16a0b13563493e23ee41883932e4a66669ebebba0d307ec505cdafe4064,SUB_TXN_ddda286ef477013575629ff5e63444e71ca80de765ae68a95f401e87becafad4,51_RSK,RSK,2000,2022-12-27 13:53:37.580334
TXN_4e1923b11915efc95e7d8639aacec84fab9b9c15d3c77c291b31c1d0bba07d7b,SUB_TXN_82b2f004e42223f4eae2d9db875cfa9234bd314e51479452b5a002db8e52fb48,55_LZK,LZK,2000,2022-12-27 13:53:37.580800
TXN_4666e10a6505a12781f0aaddab43bdd2656dabc25c5902d52e83e2754a401a83,SUB_TXN_722955eaed9edc89054c9296c548f7f68426048cd31feb294650bea4e3b8be6f,59_BUC,BUC,2000,2022-12-27 13:53:37.581298
TXN_fd847a8e0c74bac38f08926c5c06f5954c1c94e5f69a9df7973dc14e2450f97c,SUB_TXN_d9e00e9ec58064720b20ab42b114a38eae1695153c0bbc3e606aa7dab5c2b04b,63_RRH,RRH,2000,2022-12-27 13:53:37.581796
TXN_f8bd2d36bc259d9ef20909baa44f50ecc34eb3e9dabbf13ba70f9c3502c2d454,SUB_TXN_47e2de2497293beff842b394251f251304c80aca9853c8502eee0d9c75066287,67_VBV,VBV,2000,2022-12-27 13:53:37.582645
TXN_37f9354674e171ac3d70dbfc7ce1ff446be31e60ff34d44553b227f6bd8a3285,SUB_TXN_48a8f518468f30d14c40a1446248d678634aa36d797f05502de827787dc26168,71_SKK,SKK,2000,2022-12-27 13:53:37.583152
TXN_ab7502035dca22214496e449ff310d18967c42346209472ec5d70a389d773a01,SUB_TXN_9c1c5e938d2ed2d2a008e638707fddb50d7b30d3d1ef06c1cd95d1ef79332535,75_BCL,BCL,2000,2022-12-27 13:53:37.583617
TXN_b6a50d9d320d0eee2acea3f7a91ff4c673432e6373cc0c6c4c810d7c06efbe24,SUB_TXN_782321d48a75ba59fb6486b6b1d5efa9b79e068b6c03159a86cac04d8610541b,79_AGG,AGG,2000,2022-12-27 13:53:37.584248
TXN_e2188534811466dea2f12a6f815a1e136fedef19c855d78a9a49fedbb6744daf,SUB_TXN_95d54314aa384ed842d668d35960c4792ef4807e0f0b91f58724e062506455a3,83_CEL,CEL,2000,2022-12-27 13:53:37.584773
TXN_4bc9ea9407830dbd2c8090f45a14390d99787c3ca8e4798349fa98d6abd527bc,SUB_TXN_eca7dbf7c5df02129b8f1111f3a05bb1c4fdc6c1c705d273df15f141a28927d7,87_KSF,KSF,2000,2022-12-27 13:53:37.585434
TXN_83d33bb3957c997756b3288884474e8ab15572ce1097afe114ab54cc11c9ca3c,SUB_TXN_e58feb90d2fb8c143e42d64ca850ab1de32d0b7b1293d23ecc129473b3d6df8e,91_XGF,XGF,2000,2022-12-27 13:53:37.586001
TXN_d2b0db889aafc82c7307106a86ad7ad3cfc49fc543fa8c0bac00f28959e58d22,SUB_TXN_a0d21a7e49b485f8b497847bad14a19cef7aa72ea54cdee0fbd2f5fb9f62c86d,95_GHW,GHW,2000,2022-12-27 13:53:37.586690
TXN_a10c092c9370a77d1a7d590dda927dc852dc0d3cc6dabd1dd2055070d04b4610,SUB_TXN_17ea9cf70936ded4b77a840b7c2fbddbc99370d6a283082eb55c7317f12fd78d,99_SRZ,SRZ,2000,2022-12-27 13:53:37.587206
TXN_372bc67e1d545cb408948376ba56d347821e6c236b27094f0e55128b31c42937,SUB_TXN_a211d7c3d4c46d52abb0ef49e27d314c957e02ba1b100afa6a56971f9ad9cf2b,103_MFP,MFP,2000,2022-12-27 13:53:37.587714
TXN_03abd33038e74858eb2de1c7515e5b6d17e8fd263e1c3f10b74b32022909e806,SUB_TXN_3ca8b617f5653fb3d2f146b7dfb53d199a7cb77bd78e8e96e6200352c6d65a59,107_ACG,ACG,2000,2022-12-27 13:53:37.588246
TXN_451e66a84513704ddfdf45ab34fb6ded45c056ffb9a60334163bc84a1baf05fb,SUB_TXN_e461d8fb01509702545d667c09dfd6e5b7890504a1d2f6690f11d9d9777359f1,111_VWR,VWR,2000,2022-12-27 13:53:37.588802
TXN_e80e5b98ce381185321322e06846b982b00092ea78a41141af6f25b1f3b27d54,SUB_TXN_e810ef9698e6882d9be9890fa4769f0b15dd38a107a7800300b5321f48698184,115_PXY,PXY,2000,2022-12-27 13:53:37.589366
TXN_c6367b3d7c13c3c3fb6119855ee0fee47c588746428c37ccbf1a0fdd92e29976,SUB_TXN_568b207a63b8c3d310db7ca176b9a40764d73403f9da69576c0186ab1d8ea21b,119_MYL,MYL,2000,2022-12-27 13:53:37.590235
TXN_2b8a0c334727f8d3d849ae7d7ebbdeb2f0a46d20940c6262a02e4617b3f6346b,SUB_TXN_b6483ef8a814dc0026a6ba455c4461938aac0dcdda31657a8981d9ab193b4723,123_TZL,TZL,2000,2022-12-27 13:53:37.590799
TXN_bf46331932156929c0d53052fd82ed1d186fbd3bbbb44fb05fa35abb727067b7,SUB_TXN_ea19f7931cd01fa227ae77de08f4072fd77c84985ca0c990aeabb06762f9e046,127_DVT,DVT,2000,2022-12-27 13:53:37.591344
TXN_8395d34c33626816257665ca2e86e6a29feffb2d5eb88c82b8f66afe6aa1d61d,SUB_TXN_f92919db1c986573c6c81e8e2a10dba899d627ece015819e12dff552932e4311,131_BWN,BWN,2000,2022-12-27 13:53:37.592187
TXN_b40b0992d6be402772482e82a44deefc404712ca60cc81995ace123ebe4112fa,SUB_TXN_d8c99537d1145a7ba83c77877880d8498b447732c2ba9518a68576be1c600d2f,135_FSA,FSA,2000,2022-12-27 13:53:37.593091
TXN_c7b790a8bff54a05861af1178abcd64e0b9a7cb746a5589965d579fad9d5bb65,SUB_TXN_e6e4e6ae0fc38ce9b81afb1960e59135db0030d9437f194277add7ac661ba3ba,139_THH,THH,2000,2022-12-27 13:53:37.593815
TXN_bbf13a3d96a8160a2599e500e3c6d28d875399236321b681ee08b983e85012bf,SUB_TXN_f1e219a6bf27ccdecdf4bb366d6a82073c7546f643ebcebdac242e1379649953,143_CIV,CIV,2000,2022-12-27 13:53:37.594416
TXN_33594b8c6dbb9d0f256231e5b3be2633fb120c9ddf5ea34b46dacd523a1083a3,SUB_TXN_7620611c5cc8a709f257fba84af084b6d23312d56f8b044529486a193c5cf3a7,147_ZYH,ZYH,2000,2022-12-27 13:53:37.595187
