TXN_ID,SUB_TXN_ID,ACCOUNT_NUMBER,ACCOUNT_NAME,AMOUNT,TIMESTAMP
TXN_7a7c9bd2cb2895476304a472e0f816f7afa2c4ffb86ee391ffebdc3dbd4722bb,SUB_TXN_1558bd5f57279bb6576d5c781a740cb771e44903e25059f01695a5ba892f9923,3_ZFG,ZFG,2000,2022-12-26 19:58:45.635369
TXN_a28497df2018e92f6775239367c6e846a9def8744b873860e564aa137e10613f,SUB_TXN_2bfc652ef10d71498b388fa9b2a505a619c037bf87d3db04cddb0ce2e92f33b1,7_JWQ,JWQ,2000,2022-12-26 19:58:45.635957
TXN_74adf7d37599498c972a2fbc771ed120ab81f5ca749c7fc00886d018ab336204,SUB_TXN_561b499734deb4323b1f69d7c1da7436860bd628f08afd41d631875e4771d873,11_FSQ,FSQ,2000,2022-12-26 19:58:45.636537
TXN_8eab05bab806b3bedd996acfcb6632a813bf65e0adf326af97e322ada04e07cb,SUB_TXN_9dd19f409a5d717f60417480c65b710e10fb03a0dfe58fd7f30e15a31be74168,15_AJK,AJK,2000,2022-12-26 19:58:45.637186
TXN_de3a7c1f6f8454b35c1e107727782ab90c0b719763da8e9762d98012a141a32f,SUB_TXN_3a4435bd275d91dfcfc563c77c84c80146ba9382cc34b7758b29f173d5b77517,19_YDA,YDA,2000,2022-12-26 19:58:45.638027
TXN_98a3b3f198b5245b413e21e42ab237be8edfc1eb786d0ffd4306dfcb99de42dd,SUB_TXN_f29cd7e090b82133307f1f200461203f62e7468edc3cafd1522ff4aef18d64fc,23_QFZ,QFZ,2000,2022-12-26 19:58:45.638577
TXN_60ccdcb4d028d61e665fc1e0f94ce4513c350515e8a9ae10f40a7132298e55c1,SUB_TXN_e8e67677d5828d57a5bcbb9fa95c5a7796a1f715e15ecab92011f0dae5e59a09,27_ZDR,ZDR,2000,2022-12-26 19:58:45.639124
TXN_d34815d86ea96d5f9636af5088422e3036173dd947f92eb42846d9f673a8cc77,SUB_TXN_95fdbbf1981e79908286f0cdafb4e18d477539bcf73ce0307fc83f74e50bf442,31_SUG,SUG,2000,2022-12-26 19:58:45.639647
TXN_9382a358bcf68bf8eb83013d2d5522cd818f1fc9ae9434cc94c3b901c806cba5,SUB_TXN_09a948e640cd4cafa3d7f1ec5b4f2037a4c7d3fb8cd7a8d5f812b166da8bad06,35_NZJ,NZJ,2000,2022-12-26 19:58:45.640300
TXN_c0e15c3707f9b5c66fd28147ec00becc0cbca02ab54f5fd301d474b89ae4c630,SUB_TXN_aaa80b4b3c531b6ec92f191b3443b82b3bbcf98af7a2024f4432a1cb53c17778,39_BNY,BNY,2000,2022-12-26 19:58:45.640865
TXN_31760851bee366e858e80fb53266eabbca8c8c549b80ee9fc39a40ecd9efd88c,SUB_TXN_61a54a5fc608650013f4aca2f5cc340b3e51f9fee30c43287507b8368ca12718,43_WJI,WJI,2000,2022-12-26 19:58:45.641415
TXN_99ac45bbf83c2b76b525619398c3327cc3b109402fb8cffac04c0dce8ebf5375,SUB_TXN_8edee870e00844a8794b94d7cf78be71837f21929afd7f3e9fdffe3bca808090,47_RUL,RUL,2000,2022-12-26 19:58:45.641981
TXN_011389b822acf671b9e70085dc3588fb7e277261b275b310001ee6747ad37e28,SUB_TXN_9c44360a2fa16c78cb81cb77f699bc01edcf3d57e37a9b9af52d62a429311241,51_BBA,BBA,2000,2022-12-26 19:58:45.642979
TXN_e208bac0d4092cdaddf196eddd3dfc3b6befd28728486c4e05d413e4a4f98777,SUB_TXN_67b400db39f9b8231304ff95e9666b1158d24ef0f88ed00203b3490cacaeacdd,55_LEC,LEC,2000,2022-12-26 19:58:45.643589
TXN_b7431d9aed8bfea6742f055aaf4fb96e0a864a122acaee5d9ccf62bf5348c56d,SUB_TXN_51130d41d70c40a2a82e0d54092fc4c5cd2eaf39b79791ef047f6cd5940033f9,59_WVO,WVO,2000,2022-12-26 19:58:45.644143
TXN_3712d8e7467dc45a4cfef1d558410e343e3ac57e2ddf921ade097c862d645c85,SUB_TXN_db74f90c91288cd7806fa26c010d6a11d23c6e1a5944394f51f037b4eb59ac99,63_XMZ,XMZ,2000,2022-12-26 19:58:45.644709
TXN_56c273de122326bfa0ea9b08688d56b9bc88a0051099c3a88ad611c0a7358b98,SUB_TXN_8fac69c8a6fcc81041c21a01351e2d1e3a754b88bb94acffa4ee2821f1785bf7,67_UAD,UAD,2000,2022-12-26 19:58:45.645774
TXN_7fa3aa6e2710d0107bbd322b88ba4cc72bf85d304b77c687eb71177d19883fc6,SUB_TXN_49419a89e24f671ce007d156d14f193d29d099d483322e22f7701f15c26ce637,71_PCU,PCU,2000,2022-12-26 19:58:45.646489
TXN_f706ca1889db8cb25b9cd7a2f44017c2b653425d348828f1c4f9c3d5141e40ba,SUB_TXN_56ec622b992c6230e1e1a5b44709807a92d38c4288e9093f6c992ce0e9e31a0a,75_QPD,QPD,2000,2022-12-26 19:58:45.647045
TXN_532bda306ec3c0ce840acc8bae525104984337a30f58b52b7d2db17b932a9587,SUB_TXN_06b4ae9fceb5c836ca7a775c8464e88d0d6feb9daf09c134bc29b1f067a68c58,79_SXX,SXX,2000,2022-12-26 19:58:45.647621
TXN_c2631edc2d79cc820a607de410e8923cf87b0d24c646875a6ce00c9b22219180,SUB_TXN_9da531f3122f04aeb2f24f03bca2d5790d7cec963d8b989ee3b9fe531a73a05e,83_BCF,BCF,2000,2022-12-26 19:58:45.648310
