TXN_ID,SUB_TXN_ID,ACCOUNT_NUMBER,ACCOUNT_NAME,AMOUNT,TIMESTAMP
TXN_8de73f579630fb579eb8a571c8dc8911b4007a9b1b6bc37304b1de275db1a956,SUB_TXN_54ecf80ae6487ccc9fed9539288bf050ee03f7a886548aa306830042424be266,0_AMA,AMA,2000,2022-12-27 13:53:37.572692
TXN_ced3ece07bffc179b446bd4055bb0e53315e2792ca6c8a3183563602fe4492d3,SUB_TXN_2a1c2d7e372eb11781b9f69e1ddc62b801851eb4ec9c145e97a32216d8540b25,4_DRA,DRA,2000,2022-12-27 13:53:37.573765
TXN_f5a1d2fadc11a37d77973655bd8fc4aad1c89d6614572817c0cb95354429331b,SUB_TXN_97711df079856d7d42eb48011f4045c30fc8a18151ec277867e712ce0bdbe2d7,8_JAJ,JAJ,2000,2022-12-27 13:53:37.574643
TXN_8cee87f180a053ba6ce9c703758efe93b4eca76cc3fbb6d5789f93af8469a903,SUB_TXN_0ea97c11e71213c3c1e6fa36d3e5299cc4e518d75a41b45db4cedd2c47d41f59,12_VQI,VQI,2000,2022-12-27 13:53:37.575331
TXN_f69769b16b53ecffe07c7639201ce5aa6cd0f1db50c9e5200eb91c0ea949d615,SUB_TXN_96d10173fc70efa89ed3486c56d1d8f4ad45fb71f25fe0af5c89e83c19a4dde7,16_DTE,DTE,2000,2022-12-27 13:53:37.576107
TXN_338bc8d8aef324c81931628cd37dfe9c61afcdd10e0ff9b91e05fdd6dac35d60,SUB_TXN_b8956a76e1fd4197ade822deda3d329166a5394ba85222883a6da9cedda74f30,20_SBP,SBP,2000,2022-12-27 13:53:37.576669
TXN_a5a4c7c345a0276ba6c32de0a7d327910bc1a2584d93f645c6f4b5ab57066920,SUB_TXN_a5106d0013148ad996d5afa71c5fb06c80e72f9f7c635bdf09ef4ef68a61099e,24_PAD,PAD,2000,2022-12-27 13:53:37.577145
TXN_f8f737166dc421808cdd4571967a4cec549411c3a362ca1a09671a2ed0118444,SUB_TXN_6fea6d76564baa4719380e3f133218decdd7b3124a2569f35ca483fa9db64db6,28_HUO,HUO,2000,2022-12-27 13:53:37.577611
TXN_289efed20f7b74e132569b185f36088b32f5e7ecd4c7121768e06e4ab38dccf5,SUB_TXN_5f0e7444ff8b77b0c4f01d39a299a30d94e48f4ad6adecc31a831b5c07257725,32_YCS,YCS,2000,2022-12-27 13:53:37.578079
TXN_4ddfdd882f54426309ff01f68ca378cbe96d8b3b05be6b6ebe4c4b32e4aea71e,SUB_TXN_ddf737ee6ab4c9636e859fceaef36e5561b34bb3787b2ef52efecd8988d379c9,36_NJW,NJW,2000,2022-12-27 13:53:37.578553
TXN_62e8b30ed876cfa91876a0f48082d6ef28826e9fb6c5207b710e9848f5e7ae36,SUB_TXN_1221946036d923954843e7b433ece2b37610e74b857131ec496a9c2cd7c89324,40_FWI,FWI,2000,2022-12-27 13:53:37.579040
